# DESCRIPTION:
# Reference: Rasmussen, S.O., Bigler, M., Blockley, S.P., Blunier, T., Buchardt, S.L., Clausen, H.B., Cvijanovic, I., Dahl-Jensen, D., Johnsen, S.J., Fischer, H., Gkinis, V., Guillevic, M., Hoek, W.Z., Lowe, J.J., Pedro, J.B., Popp, T., Seierstad, I.K., Steffensen, J.P., Svensson, A.M., Vallelonga, P., Vinther, B.M., Walker, M.J.C., Wheatley, J.J., Winstrup, M., 2014. A stratigraphic framework for abrupt climatic changes during the Last Glacial period based on three synchronized Greenland ice-core records: refining and extending the INTIMATE event stratigraphy. Quaternary Science Reviews 106, 14-28, https://doi.org/10.1016/j.quascirev.2014.09.007
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 28 Oct 2022.
# Comment: NGRIP1 and NGRIP2 were combined, double dates were removed, years were converted to kyr

Age [kyr b2k] (GICC05),δ18O [‰],Ca2+ [ppb]
40.51,-41.79,181.33
40.53,-41.9,192.18
40.55,-42.44,182.42
40.57,-43.41,210.14
40.59,-42.98,243.46
40.61,-42.59,186.86
40.63,-45.41,199.59
40.65,-42.57,183.16
40.67,-42.49,220.85
40.69,-42.85,203.64
40.71,-44.29,220.62
40.73,-42.53,193.04
40.75,-44.53,311.19
40.77,-43.81,277.26
40.79,-43.21,242.84
40.81,-41.05,240.07
40.83,-42.61,218.91
40.85,-41.47,157.72
40.87,-42.65,149.15
40.89,-41.95,128.44
40.91,-42.37,131.86
40.93,-41.29,84.01
40.95,-42.17,76.97
40.97,-40.42,71.48
40.99,-41.16,86.58
41.01,-40.81,69.77
41.03,-39.6,52.24
41.05,-39.82,58.85
41.07,-40.35,57.29
41.09,-39.59,53.24
41.11,-39.24,44.17
41.13,-40.35,61.59
41.15,-39.71,83.27
41.17,-41.29,75.46
41.19,-39.23,57.76
41.21,-39.37,64.62
41.23,-40.12,62.64
41.25,-39.84,53.91
41.27,-39.96,50.76
41.29,-38.36,48.69
41.31,-39.47,38.2
41.33,-39.41,54.13
41.35,-39.95,49.02
41.37,-38.95,51.24
41.39,-38.83,39.28
41.41,-38.57,46.92
41.43,-38.36,47.1
41.45,-39.8,62.68
41.47,-41.78,110.66
41.49,-43.23,269.52
41.51,-42.26,213.56
41.53,-41.3,203.75
41.55,-43.5,364.97
41.57,-42.76,306.71
41.59,-42.7,295.48
41.61,-41.76,278.18
41.63,-42.31,361.9
41.65,-41.66,291.42
41.67,-43.61,322.33
41.69,-42.92,329.32
41.71,-41.92,320.67
41.73,-41.69,279.13
41.75,-43.75,396.45
41.77,-43.29,324.33
41.79,-43.59,389.53
41.81,-42.86,366.27
41.83,-42.25,442.98
41.85,-41.81,331.16
41.87,-42.54,282.99
41.89,-43.07,354.23
41.91,-43.67,417.06
41.93,-42.5,305.27
41.95,-42.03,332.03
41.97,-42.84,378.52
41.99,-43.18,269.08
42.01,-43.95,310.46
42.03,-41.98,321.93
42.05,-42.11,277.34
42.07,-43.49,393.4
42.09,-42.24,397.41
42.11,-42.65,327.01
42.13,-41.51,253.24
42.15,-41.73,299.4
42.17,-42.13,240.82
42.19,-42.27,226.26
42.21,-42.17,191.01
42.23,-42.03,133.71
42.25,-41.73,83.68
42.27,-42.67,95.51
42.29,-40.56,78.55
42.31,-39.57,61.98
42.33,-41.49,74.62
42.35,-40.64,76.53
42.37,-41.24,60.31
42.39,-40.76,66.99
42.41,-40.8,88
42.43,-40.28,68.75
42.45,-41.63,68.59
42.47,-41.75,67.14
42.49,-41.86,60.95
42.51,-41.12,70.64
42.53,-40.61,60.49
42.55,-41.02,77.64
42.57,-41.65,67.51
42.59,-40.94,65.77
42.61,-39.97,72.75
42.63,-40.39,54.53
42.65,-41.03,85.02
42.67,-40.64,56.12
42.69,-39.67,71
42.71,-39.29,50.12
42.73,-40.4,62.59
42.75,-39.39,54.36
42.77,-39.66,48.42
42.79,-40.22,52.27
42.81,-39.54,39.79
42.83,-39.43,47.93
42.85,-39.53,41.97
42.87,-39.48,48.04
42.89,-39.83,35.1
42.91,-38.67,43.72
42.93,-38.99,38.01
42.95,-39.05,34.35
42.97,-39.64,50.79
42.99,-39.36,48.28
43.01,-38.48,40.86
43.03,-38.04,35
43.05,-38.63,35.78
43.07,-38.72,41.58
43.09,-38.05,43.14
43.11,-38.8,50.85
43.13,-39.55,42.38
43.15,-38.84,45.44
43.17,-39.53,40.68
43.19,-39.75,48.69
43.21,-40.75,49.29
43.23,-39.46,34.08
43.25,-38.95,40.93
43.27,-39.67,50.18
43.29,-39.32,49.77
43.31,-38.46,40.14
43.33,-39.93,67.91
43.35,-41.07,178.66
43.37,-42.46,199.86
43.39,-41.46,210.41
43.41,-41.49,205.95
43.43,-42,230.95
43.45,-42.98,309.25
43.47,-43.84,396.15
43.49,-42.62,365.86
43.51,-43.83,259.13
43.53,-42.33,273.69
43.55,-43.6,358.67
43.57,-43.79,254.24
43.59,-43.99,347.79
43.61,-44.16,302.68
43.63,-43.36,341.7
43.65,-43.2,225.58
43.67,-42.08,299.22
43.69,-42.88,315.26
43.71,-41.55,279.05
43.73,-42.21,321.46
43.75,-42.86,286.95
43.77,-41.84,217.34
43.79,-42.67,227.75
43.81,-41.51,319.89
43.83,-42.92,407.75
43.85,-40.41,263.78
43.87,-42.66,311.97
43.89,-42.07,316.57
43.91,-42.93,294.71
43.93,-44.02,321.75
43.95,-42.25,333.83
43.97,-44.84,365.31
43.99,-41.3,249.49
44.01,-41.82,203.26
44.03,-42.69,320.44
44.05,-41.92,247.87
44.07,-43.61,289.88
44.09,-43.07,343.99
44.11,-42.67,214.08
44.13,-43.81,185.84
44.15,-43.67,200.07
44.17,-43.52,225.26
44.19,-41.84,255.47
44.21,-41.67,201.81
44.23,-43.37,206.41
44.25,-43.13,134.9
44.27,-44.07,105.23
44.29,-41.51,114.37
44.31,-41.99,96.47
44.33,-41.75,94.1
44.35,-41.75,102.32
44.37,-41.13,69.22
44.39,-39.87,46.39
44.41,-39.46,45.03
44.43,-40.84,49.41
44.45,-39.81,55.58
44.47,-40.26,39.93
44.49,-39.31,40.68
44.51,-40.57,63.81
44.53,-41.04,59.86
44.55,-40.46,80.83
44.57,-41.51,96.79
44.59,-42.57,194.92
44.61,-41.59,141.77
44.63,-41.78,134.33
44.65,-41.39,135.24
44.67,-42.17,83.83
44.69,-40.6,68.99
44.71,-40.23,59.89
44.73,-40.66,59.7
44.75,-41.39,78
44.77,-40.17,63.27
44.79,-41.69,64.75
44.81,-41.53,62.02
44.83,-40.83,69.6
44.85,-40.59,62.15
44.87,-42.53,54.94
44.89,-42.02,68.93
44.91,-41.25,89.09
44.93,-41.16,64.63
44.95,-41.5,80.09
44.97,-40.01,54.77
44.99,-41.03,58.31
45.01,-39.73,58.75
45.03,-41.47,59.81
45.05,-40.79,75.44
45.07,-40.94,41.66
45.09,-40.88,54.45
45.11,-40.74,59.08
45.13,-39.95,49.23
45.15,-41.68,51.4
45.17,-41.06,38.73
45.19,-40.33,48.73
45.21,-39.92,50.55
45.23,-40.37,49.42
45.25,-40.18,45.44
45.27,-41.71,62.53
45.29,-39.81,58.15
45.31,-41.23,56.68
45.33,-41.38,56.12
45.35,-40.48,39.94
45.37,-41.17,45.62
45.39,-40.53,53.2
45.41,-40.49,52.97
45.43,-40.39,43.81
45.45,-39.14,32.49
45.47,-39.64,35.84
45.49,-39.44,35.63
45.51,-40.56,38.59
45.53,-40,46.23
45.55,-40.05,58.89
45.57,-40.55,42.95
45.59,-39.2,34.17
45.61,-39.24,28.38
45.63,-39.17,36.14
45.65,-40.16,37.89
45.67,-39.21,33.82
45.69,-38.94,34.43
45.71,-39.76,35.62
45.73,-39.71,34.87
45.75,-39.26,26.1
45.77,-39.95,33.76
45.79,-38.81,34.11
45.81,-39.43,36.13
45.83,-40.45,37.91
45.85,-39.17,34.69
45.87,-39.71,33.85
45.89,-38.9,46.78
45.91,-39.47,30.95
45.93,-39.05,35.9
45.95,-39.58,33.83
45.97,-40.4,35.54
45.99,-39,29.68
46.01,-39.4,35.04
46.03,-38.71,35.51
46.05,-38.02,26.58
46.07,-38.41,29.76
46.09,-38.81,37.04
46.11,-39.36,42.55
46.13,-39.37,29.15
46.15,-38.98,31.67
46.17,-38.63,33.85
46.19,-39.09,46.98
46.21,-38.86,40.86
46.23,-38.64,43.85
46.25,-38.72,39.29
46.27,-38.93,32.29
46.29,-38.85,34.69
46.31,-38.91,39.39
46.33,-39.55,41.36
46.35,-38.47,38.45
46.37,-39.21,34.02
46.39,-38.58,41.58
46.41,-39.33,51.49
46.43,-39.09,42.99
46.45,-38.65,43.78
46.47,-38,40.12
46.49,-37.42,36
46.51,-38.3,48.25
46.53,-38.56,47.21
46.55,-38.55,41.36
46.57,-39.01,43.84
46.59,-39.41,41.49
46.61,-38.63,37.33
46.63,-37.78,32.67
46.65,-37.45,30.45
46.67,-38.34,43.31
46.69,-38.24,47.82
46.71,-37.63,41.33
46.73,-37.72,38.21
46.75,-38.25,37.68
46.77,-38.44,41.78
46.79,-37.21,32.87
46.81,-37.28,39.23
46.83,-37.07,38.65
46.85,-41.04,61.6
46.87,-40.54,176.63
46.89,-43.61,202.27
46.91,-41,259.86
46.93,-42.64,219.74
46.95,-41.6,224.49
46.97,-43.01,331.39
46.99,-42.54,250.55
47.01,-42.82,326.79
47.03,-43.35,365.44
47.05,-42.88,283.65
47.07,-43.09,256.38
47.09,-42.53,318.6
47.11,-41.25,280.29
47.13,-41.9,288.92
47.15,-42.84,290.18
47.17,-44.26,317.76
47.19,-42.85,286.05
47.21,-41.66,309.75
47.23,-42.6,281.63
47.25,-43.72,283.68
47.27,-42.87,307.14
47.29,-43.23,322.93
47.31,-41.8,313.12
47.33,-41.91,273.31
47.35,-41.73,285.99
47.37,-42.26,314.01
47.39,-42.54,364.17
47.41,-43.06,351.47
47.43,-44.67,423.35
47.45,-42.14,344.98
47.47,-44.61,250.47
47.49,-43.89,275.59
47.51,-43.67,301.04
47.53,-43.73,389.01
47.55,-41.16,300.5
47.57,-42.81,392.47
47.59,-41.37,360.6
47.61,-42.42,269.45
47.63,-41.32,265.63
47.65,-42.1,351.06
47.67,-42.86,404.18
47.69,-43.38,356.27
47.71,-42.45,320.67
47.73,-43.48,273.65
47.75,-44.6,389.89
47.77,-43.97,342.75
47.79,-42.98,304.82
47.81,-43.78,301.77
47.83,-43.07,338.24
47.85,-40.51,299.63
47.87,-42.19,378.86
47.89,-42.64,365.58
47.91,-43.41,262.41
47.93,-43.94,334.79
47.95,-41.85,270.88
47.97,-43.64,321.71
47.99,-42.3,460.9
48.01,-44.09,402.85
48.03,-41.8,325.15
48.05,-42.51,464.6
48.07,-43.67,458.35
48.09,-43.39,550.5
48.11,-43.27,459.95
48.13,-44.52,428.95
48.15,-45.08,456.03
48.17,-43.78,313.47
48.19,-43.74,287.08
48.21,-42.94,249.74
48.23,-42.87,280.86
48.25,-44.33,281.22
48.27,-43.6,249.42
48.29,-42.79,179.11
48.31,-43.34,193.22
48.33,-42.86,171.76
48.35,-41.47,131.62
48.37,-42.35,147.62
48.39,-42.54,141.32
48.41,-42.98,188.82
48.43,-41.4,107.77
48.45,-43,107.07
48.47,-41.32,86.1
48.49,-41.67,109.76
48.51,-41.17,77.69
48.53,-40.5,61.2
48.55,-40.55,62.66
48.57,-40.91,61.46
48.59,-41.68,74.71
48.61,-41.53,75.03
48.63,-41.43,104.85
48.65,-41.11,75.58
48.67,-40.42,58.56
48.69,-42.02,78.33
48.71,-41.22,75.47
48.73,-40.4,77.44
48.75,-40.57,79.59
48.77,-41.62,61.48
48.79,-40.68,77.58
48.81,-41.44,70.52
48.83,-40.99,55.69
48.85,-39.54,54.87
48.87,-39.92,48.33
48.89,-40.05,50.84
48.91,-39.92,52.28
48.93,-39.6,52.44
48.95,-39.06,37.47
48.97,-39.74,40.37
48.99,-39.66,47.08
49.01,-39.19,40.68
49.03,-40.25,51.2
49.05,-40.31,65.62
49.07,-41.91,99.68
49.09,-41.97,85.02
49.11,-42.21,89.72
49.13,-40.65,40.82
49.15,-39.61,52.75
49.17,-39.94,44.27
49.19,-39.18,47.14
49.21,-39.01,39.54
49.23,-39.38,37.44
49.25,-38.41,33.52
49.27,-40.43,53.22
49.29,-41.19,107.65
49.31,-41.92,154.02
49.33,-40.94,136.53
49.35,-42.38,165.2
49.37,-41.99,167.45
49.39,-42.45,204.71
49.41,-42.67,160.42
49.43,-41.75,204.31
49.45,-42.03,241.51
49.47,-41.52,279.41
49.49,-41.13,164.09
49.51,-41.51,127.38
49.53,-41.24,121.26
49.55,-40.7,106.9
49.57,-41.78,116.27
49.59,-41.1,111.31
49.61,-40.94,81.43
49.63,-39.93,85.55
49.65,-40.7,69.75
49.67,-39.94,62.29
49.69,-40.8,61.79
49.71,-40.3,74.27
49.73,-40.07,67.77
49.75,-40.6,54.96
49.77,-40.9,62
49.79,-40.04,53.66
49.81,-40.84,52.55
49.83,-40.53,56.32
49.85,-40.32,50.44
49.87,-40.27,50.77
49.89,-41.31,75.95
49.91,-40.92,60.96
49.93,-41.14,76.81
49.95,-40.41,83.2
49.97,-41.13,66.36
49.99,-40.84,102.92
50.01,-39.81,76.4
50.03,-39.06,58.88
50.05,-41.17,62.66
50.07,-39.59,56.77
50.09,-40.68,61.65
50.11,-41.09,64.71
50.13,-41.47,69.37
50.15,-39.96,56.62
50.17,-40.59,57.85
50.19,-40.77,59.13
50.21,-40.33,50.9
50.23,-40.25,48.48
50.25,-40.17,50.37
50.27,-41.2,52.62
50.29,-41.43,55.88
50.31,-39.98,65.87
50.33,-41.39,59.83
50.35,-40.95,59.05
50.37,-40.19,56.83
50.39,-40.22,62.51
50.41,-40.4,70.96
50.43,-40.65,85.66
50.45,-40.24,45.44
50.47,-41.38,56.59
50.49,-39.87,56.62
50.51,-38.81,57.41
50.53,-40.7,61.46
50.55,-40.37,51.78
50.57,-40.68,51.46
50.59,-41.09,61.66
50.61,-40.35,45.6
50.63,-40.5,54.57
50.65,-39.92,44.4
50.67,-39.22,42.42
50.69,-40.86,45.11
50.71,-40.2,55.41
50.73,-40.23,56.77
50.75,-40.73,48.11
50.77,-39.99,47.96
50.79,-40.68,58.66
50.81,-40.21,53.12
50.83,-41.12,48.12
50.85,-40.64,49.48
50.87,-39.87,55.58
50.89,-40.34,61.69
50.91,-39.7,49.33
50.93,-40.39,42.11
50.95,-41.87,50.41
50.97,-40.62,45.61
50.99,-39.65,55.16
51.01,-41.01,63.22
51.03,-39.96,51.5
51.05,-39.87,53.8
51.07,-40.24,52.76
51.09,-40.03,54.14
51.11,-41.29,67.02
51.13,-40.88,55.18
51.15,-40.19,50.31
51.17,-41.3,59.66
51.19,-40.02,61.04
51.21,-39.82,48.28
51.23,-41.12,49.1
51.25,-40.32,54.77
51.27,-41.07,78.73
51.29,-41.28,68.05
51.31,-40.56,49.16
51.33,-39.83,51.67
51.35,-39.41,41.64
51.37,-40.77,42.39
51.39,-39.71,55.05
51.41,-40.24,40.87
51.43,-39.78,41.23
51.45,-39.91,49
51.47,-40.25,53.69
51.49,-40.87,58.78
51.51,-41.87,60.59
51.53,-40.51,47.17
51.55,-40.62,56.67
51.57,-41.42,55.98
51.59,-41.74,54.18
51.61,-40.3,49.71
51.63,-41.8,54.2
51.65,-40.17,52.48
51.67,-39.46,45.18
51.69,-38.91,39.99
51.71,-39.02,27.82
51.73,-38.98,32.17
51.75,-39.41,33.12
51.77,-39.36,41.72
51.79,-39.49,29.31
51.81,-40.19,37.63
51.83,-40.39,41.19
51.85,-39.45,33.53
51.87,-39.78,31.95
51.89,-39.7,22.02
51.91,-39.96,24.5
51.93,-38.57,36.56
51.95,-39.45,37.29
51.97,-39.3,32.66
51.99,-39.09,29.31
52.01,-39.41,31.87
52.03,-39.58,36.75
52.05,-39.81,44.64
52.07,-39.89,33.01
52.09,-39.46,29.47
52.11,-39.04,34.54
52.13,-38.81,30.57
52.15,-39.42,31.19
52.17,-39.29,33.6
52.19,-38.9,40.97
52.21,-38.3,36.54
52.23,-39,35.09
52.25,-38.65,28.73
52.27,-39.75,27.6
52.29,-39.02,34.79
52.31,-39.96,41.44
52.33,-39.05,31.94
52.35,-39.5,30.13
52.37,-39.92,41.6
52.39,-40.07,39.62
52.41,-38.9,36.62
52.43,-39.69,29.66
52.45,-39.18,34.16
52.47,-38.79,30.82
52.49,-38.19,34.02
52.51,-39.45,27.09
52.53,-39.89,30.24
52.55,-39.46,35.98
52.57,-38.68,28.39
52.59,-38.83,26.98
52.61,-39.88,31.94
52.63,-40.09,28.51
52.65,-39.55,32.98
52.67,-39.45,29.87
52.69,-39.4,24.52
52.71,-39.73,28.08
52.73,-39.35,27.92
52.75,-39.87,36.98
52.77,-39.43,26.23
52.79,-38.43,33.47
52.81,-39.6,40.57
52.83,-39.09,33.91
52.85,-39.31,30.57
52.87,-38.96,32.08
52.89,-39.7,33.62
52.91,-39.33,26.2
52.93,-39.42,29.38
52.95,-39.34,24.49
52.97,-39.1,28.08
52.99,-39.41,32.98
53.01,-38.21,27.59
53.03,-39.12,28.12
53.05,-38.83,28.41
53.07,-39.6,37.42
53.09,-39.59,32.99
53.11,-39.29,26.58
53.13,-39.43,23.11
53.15,-38.54,26.87
53.17,-40.55,34.81
53.19,-39.06,24.49
53.21,-38.49,34.89
53.23,-38.28,33.34
53.25,-38.59,40.82
53.27,-38.72,33.12
53.29,-38.82,27.87
53.31,-39.65,33.41
53.33,-39.76,29.32
53.35,-37.89,31.87
53.37,-38.21,27.34
53.39,-39.59,34.31
53.41,-39.37,35.47
53.43,-38.68,35.1
53.45,-38.85,23.22
53.47,-39.25,41.19
53.49,-38.15,32.39
53.51,-39.24,28.68
53.53,-38.72,23.99
53.55,-39.14,34.11
53.57,-38.33,35.01
53.59,-38.88,31.83
53.61,-38.06,24.52
53.63,-37.98,31.34
53.65,-39.64,39.6
53.67,-38.77,34.11
53.69,-39.78,24.2
53.71,-39.12,32.06
53.73,-39.01,31.97
53.75,-39.73,27.8
53.77,-38.38,24.37
53.79,-38.29,30.61
53.81,-38.87,32.36
53.83,-38.26,35.34
53.85,-38.31,26.43
53.87,-37.7,28.21
53.89,-37.51,23.27
53.91,-38.21,31.86
53.93,-38.79,28.59
53.95,-38.85,45.11
53.97,-41.19,57.99
53.99,-41.35,79.25
54.01,-41.61,77.17
54.03,-39.31,40.77
54.05,-38.65,33.32
54.07,-38.44,30.43
54.09,-38.94,31.58
54.11,-38.62,38.58
54.13,-39.14,39.26
54.15,-39.18,43.4
54.17,-39.6,61.21
54.19,-37.77,29.67
54.21,-39.97,46.93
54.23,-43.61,161.88
54.25,-41.94,188.75
54.27,-42.59,185.93
54.29,-42.82,154.7
54.31,-43.08,206.74
54.33,-41.81,249.5
54.35,-42.99,195.9
54.37,-42.09,195.5
54.39,-43,221.4
54.41,-42.67,186.15
54.43,-43.26,197.1
54.45,-41.78,213.14
54.47,-43.68,278.17
54.49,-43.64,217.77
54.51,-42.43,234.71
54.53,-42.62,253.24
54.55,-43.23,209.24
54.57,-42.69,183.18
54.59,-42.01,238.65
54.61,-42.17,209.25
54.63,-43.15,284.55
54.65,-42.62,264.41
54.67,-41.76,243.49
54.69,-42.69,283.85
54.71,-42.34,223.34
54.73,-43.01,228.82
54.75,-42.69,262.95
54.77,-40.82,308.94
54.79,-41.06,202.39
54.81,-43.42,219.46
54.83,-40.95,148.74
54.85,-42.64,122.7
54.87,-41.01,126.87
54.89,-41.14,97.42
54.91,-39.07,53.79
54.93,-37.65,37.22
54.95,-37.08,31.95
54.97,-38.86,34.04
54.99,-40.24,52.84
55.01,-43.13,127.77
55.03,-42.29,160.23
55.05,-42.99,200.17
55.07,-42.86,222.42
55.09,-42.46,149.97
55.11,-44.02,204.94
55.13,-41.1,190.64
55.15,-41.81,245.15
55.17,-43.61,265.42
55.19,-42.12,334.25
55.21,-42.75,244.84
55.23,-43.58,245.57
55.25,-42.05,245.88
55.27,-43.98,239.15
55.29,-43.42,224.47
55.31,-42.57,262.43
55.33,-40.95,192.7
55.35,-41.55,207.66
55.37,-41.27,183.78
55.39,-41.3,337.37
55.41,-42.1,99.87
55.43,-39.68,52.11
55.45,-37.81,39.49
55.47,-39.34,44.11
55.49,-39.2,45.47
55.51,-39.55,46.08
55.53,-38.67,37.93
55.55,-39.96,49.75
55.57,-38.98,62.78
55.59,-40,46.05
55.61,-39.56,41.16
55.63,-39.5,40.43
55.65,-39.36,37.58
55.67,-39.3,44.36
55.69,-38.21,31.42
55.71,-39.07,41.14
55.73,-38.97,43.78
55.75,-39.78,53.46
55.77,-39.86,139.52
55.79,-41.11,130.38
55.81,-41.97,170.11
55.83,-44.05,232.28
55.85,-43.91,321.99
55.87,-40.64,272.74
55.89,-43.12,322.39
55.91,-43.59,285.51
55.93,-43.54,213.22
55.95,-42.49,236.75
55.97,-42.05,242.24
55.99,-44.25,270.68
56.01,-42.34,248.09
56.03,-42.23,309.59
56.05,-42.97,282.24
56.07,-43.21,226
56.09,-42.25,195.49
56.11,-41.86,283.58
56.13,-41.46,297.39
56.15,-41.99,258.61
56.17,-43.07,339.2
56.19,-43.27,321.23
56.21,-42.32,242.29
56.23,-41.83,362.69
56.25,-40.97,239.78
56.27,-43.51,315.4
56.29,-42.84,302.67
56.31,-41.9,286.14
56.33,-41.7,252.16
56.35,-42.35,280.25
56.37,-43.52,217.01
56.39,-41.84,211.12
56.41,-41.52,218.54
56.43,-42.1,246.47
56.45,-42.34,227.16
56.47,-41.27,150.73
56.49,-41.06,120.66
56.51,-41.36,62.61
56.53,-40.79,79.11
56.55,-41.5,89.88
56.57,-41.27,91.7
56.59,-41.05,88.88
56.61,-40.6,67.35
56.63,-40.26,64.12
56.65,-40.55,80.43
56.67,-40.82,68.02
56.69,-39.76,59.75
56.71,-39.54,55.95
56.73,-40.32,49.06
56.75,-40,59.28
56.77,-40.22,51.08
56.79,-40.49,58.63
56.81,-39.29,59.24
56.83,-40.34,45.78
56.85,-41.05,64.57
56.87,-41.41,67.26
56.89,-40.03,69.92
56.91,-40.16,51
56.93,-40.1,62.55
56.95,-40.57,51.19
56.97,-41.01,69.47
56.99,-40.61,70.8
57.01,-39.38,52.79
57.03,-40.95,68.9
57.05,-41.48,74.96
57.07,-41.67,67.5
57.09,-40.14,61.04
57.11,-40.84,57.78
57.13,-40.48,50.41
57.15,-40.79,41.48
57.17,-40.67,65.44
57.19,-39.52,44.28
57.21,-40.79,60.64
57.23,-40.53,77.01
57.25,-40.42,59.4
57.27,-40.64,56.9
57.29,-40.69,52.85
57.31,-40,53.43
57.33,-39.91,54.5
57.35,-39.32,48.54
57.37,-39.7,57.67
57.39,-39.72,53.73
57.41,-40.47,52.21
57.43,-39.37,44.56
57.45,-39.62,49.94
57.47,-39.23,54.08
57.49,-40.64,56.92
57.51,-39.18,54.64
57.53,-39.04,57.47
57.55,-39.48,57.95
57.57,-40.01,58.16
57.59,-38.15,45.35
57.61,-39.16,61.09
57.63,-39.65,54.72
57.65,-38.46,48.84
57.67,-40.59,45.52
57.69,-39.21,38.66
57.71,-39.59,51.43
57.73,-39.51,52.48
57.75,-39.09,48.27
57.77,-38.8,44.78
57.79,-38.59,33.85
57.81,-38.77,35.22
57.83,-38.87,35.87
57.85,-38.79,45.87
57.87,-38.27,38.97
57.89,-39.59,46.19
57.91,-39.94,43.74
57.93,-40.24,63
57.95,-40.01,68.41
57.97,-40,48.43
57.99,-38.17,42.76
58.01,-38.26,39.79
58.03,-38.91,38.03
58.05,-42.2,120.2
58.07,-42.11,143.3
58.09,-41.44,172.18
58.11,-42.92,164.03
58.13,-41.18,134.99
58.15,-42.55,142.42
58.17,-40.53,90.3
58.19,-38.36,50.65
58.21,-38.99,36.75
58.23,-37.85,29.53
58.25,-38.73,39.77
58.27,-42.08,90.19
58.29,-41.83,190.42
58.31,-41.02,228.72
58.33,-43.13,213.3
58.35,-42.12,218.69
58.37,-43.12,239.02
58.39,-41.88,228.03
58.41,-43.51,285.74
58.43,-41.91,265
58.45,-41.99,319.43
58.47,-42.28,285.5
58.49,-43.35,248.79
58.51,-42.04,237.51
58.53,-42.58,218.63
58.55,-41.91,138.94
58.57,-40.68,78.91
58.59,-40.96,67.7
58.61,-40.94,92.5
58.63,-39.04,58.03
58.65,-39.35,36.51
58.67,-39.01,36.42
58.69,-39.93,43.18
58.71,-38.2,32.43
58.73,-39.35,30.83
58.75,-39.84,40.9
58.77,-40.36,49.13
58.79,-41.5,70.02
58.81,-40.6,85.03
58.83,-40.55,54.68
58.85,-40.33,36.16
58.87,-38.87,43.41
58.89,-39.36,37.76
58.91,-38.45,38.33
58.93,-38.64,34.92
58.95,-38.42,30.35
58.97,-37.89,39.82
58.99,-38.38,42.42
59.01,-38.17,33.46
59.03,-37.57,26.94
59.05,-37.82,31.87
59.07,-40.83,93.97
59.09,-42.2,163.23
59.11,-42.69,212.47
59.13,-41.94,191.06
59.15,-44.19,259.35
59.17,-41.74,202.91
59.19,-42.68,251.3
59.21,-43.09,249.5
59.23,-44.35,239.34
59.25,-42.72,178.19
59.27,-41.31,113.74
59.29,-42.43,111.67
59.31,-40.49,77.51
59.33,-37.61,50.73
59.35,-38.46,50.35
59.37,-37.72,29.84
59.39,-37.68,42.3
59.41,-38.18,42.78
59.43,-39.77,69.08
59.45,-42.31,117.66
59.47,-41.84,226.58
59.49,-41.75,254.37
59.51,-42.8,308.84
59.53,-44.28,308.06
59.55,-44.19,328.11
59.57,-42.51,321.43
59.59,-43.72,254.42
59.61,-43.69,293.6
59.63,-42.77,248.32
59.65,-43.32,308.15
59.67,-42.63,298.93
59.69,-42.91,275.97
59.71,-42.1,238.29
59.73,-41.66,285.41
59.75,-41.95,232.18
59.77,-43.76,273.76
59.79,-42.77,296.95
59.81,-44.05,329.52
59.83,-44.15,354.94
59.85,-43.67,281.46
59.87,-42.11,310.36
59.89,-43.89,314.28
59.91,-42.7,297.24
59.93,-41.57,288.79
59.95,-42.87,381.02
59.97,-43.54,346.61
59.99,-43.39,367.34
60.01,-42.33,392.88
60.03,-43.8,348.1
60.05,-42.58,225.98
60.07,-43.15,349.7
60.09,-43.65,333.9
60.11,-43.4,344.41
60.13,-43.68,354.88
60.15,-42.45,265.27
60.17,-43.31,335.21
60.19,-43.94,398.68
60.21,-42.96,288.54
60.23,-43.19,311.12
60.25,-42.05,325.91
60.27,-42.87,323.26
60.29,-42.46,304.17
60.31,-42.47,340.39
60.33,-44.03,357.47
60.35,-42.56,334.84
60.37,-42.18,361.22
60.39,-44.35,340.74
60.41,-43.82,319.25
60.43,-42.01,344.51
60.45,-44.4,387.72
60.47,-42.61,317.67
60.49,-43.02,261.15
60.51,-43.01,276.67
60.53,-42.65,361.24
60.55,-42.63,385.78
60.57,-43.13,384.65
60.59,-43.44,376.05
60.61,-43.34,335.48
60.63,-43.57,295.07
60.65,-42.04,
60.67,-43.88,330.99
60.69,-42.48,396.53
60.71,-43.48,401.34
60.73,-43.38,310.81
60.75,-43.88,314.11
60.77,-43.67,342.04
60.79,-42.52,344.21
60.81,-45.05,448.29
60.83,-43.14,291.15
60.85,-43.6,329.91
60.87,-44.12,342.2
60.89,-43.55,479.4
60.91,-43.84,395.9
60.93,-42.21,310.06
60.95,-43.12,387.59
60.97,-44.37,388.49
60.99,-44.03,316.33
61.01,-43.76,414.95
61.03,-46.01,405.35
61.05,-42.1,338.04
61.07,-42.75,391.96
61.09,-44.63,431.75
61.11,-43.82,396.06
61.13,-45.19,411.29
61.15,-42.96,373.5
61.17,-42.83,308.57
61.19,-43.78,441.74
61.21,-43.16,385.79
61.23,-44.39,361.84
61.25,-42.67,380.44
61.27,-44.23,408.45
61.29,-43.93,344.94
61.31,-43.75,394.66
61.33,-43.33,260.07
61.35,-43.94,310.77
61.37,-41.68,439.82
