# DESCRIPTION:
# Reference: Rasmussen, S.O., Bigler, M., Blockley, S.P., Blunier, T., Buchardt, S.L., Clausen, H.B., Cvijanovic, I., Dahl-Jensen, D., Johnsen, S.J., Fischer, H., Gkinis, V., Guillevic, M., Hoek, W.Z., Lowe, J.J., Pedro, J.B., Popp, T., Seierstad, I.K., Steffensen, J.P., Svensson, A.M., Vallelonga, P., Vinther, B.M., Walker, M.J.C., Wheatley, J.J., Winstrup, M., 2014. A stratigraphic framework for abrupt climatic changes during the Last Glacial period based on three synchronized Greenland ice-core records: refining and extending the INTIMATE event stratigraphy. Quaternary Science Reviews 106, 14-28, https://doi.org/10.1016/j.quascirev.2014.09.007
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 28 Oct 2022.
# Comment: NGRIP1 and NGRIP2 were combined, double dates were removed, years were converted to kyr

Age [kyr b2k] (GICC05),δ18O [‰],Ca2+ [ppb]
103.25,-36.98,19.36
103.27,-36.79,12.39
103.29,-36.67,11.39
103.31,-36.38,15.25
103.33,-37.01,23.4
103.35,-36.95,16.48
103.37,-36.87,22.36
103.39,-36.56,17.43
103.41,-37,18.46
103.43,-37.15,25.22
103.45,-36.88,23.92
103.47,-37.22,23.97
103.49,-36.65,19.79
103.51,-36.79,19.07
103.53,-37.04,19.26
103.55,-37.08,15.12
103.57,-37.02,12.1
103.59,-36.67,10.74
103.61,-36.62,11.74
103.63,-36.54,11.71
103.65,-36.95,14.55
103.67,-36.86,19.33
103.69,-37.28,20.82
103.71,-36.35,20.04
103.73,-36.74,21.06
103.75,-35.99,20.36
103.77,-36.65,19.82
103.79,-36.89,18.92
103.81,-37.39,21.04
103.83,-36.41,16.65
103.85,-36.15,14.68
103.87,-36.92,17.64
103.89,-36.74,21.01
103.91,-37.17,25.11
103.93,-36.97,36.4
103.95,-36.85,27.06
103.97,-37.07,23.51
103.99,-36.34,13.16
104.01,-37.05,12.45
104.03,-37.76,20.32
104.05,-38.77,39.26
104.07,-38.69,35.64
104.09,-39.37,41.28
104.11,-39.86,35.27
104.13,-39.47,45.46
104.15,-39.23,65.66
104.17,-39.08,67.15
104.19,-39.83,62.05
104.21,-39.4,60.67
104.23,-39.75,66.25
104.25,-39.28,60.69
104.27,-38.87,57.94
104.29,-38.94,67.69
104.31,-39.67,52.23
104.33,-39.84,61.47
104.35,-38.87,65.46
104.37,-38.92,49.57
104.39,-36.93,24.42
104.41,-36.23,16.81
104.43,-35.9,16.8
104.45,-35.54,18.84
104.47,-37.43,24.25
104.49,-37.66,33.83
104.51,-38.19,41.01
104.53,-38.97,52.13
104.55,-39.37,60.21
104.57,-39.91,89.52
104.59,-39.54,51.41
104.61,-39.13,61.32
104.63,-39.67,56.35
104.65,-39.49,70.3
104.67,-39.9,68.98
104.69,-39.92,57.2
104.71,-40,98.62
104.73,-39.81,71.86
104.75,-39.58,80.69
104.77,-39.93,119.52
104.79,-40.06,59.16
104.81,-39.48,73.5
104.83,-40.15,72.62
104.85,-40.4,76.29
104.87,-39.58,114.68
104.89,-39.96,72.9
104.91,-39.92,112.98
104.93,-39.51,88.58
104.95,-40.04,69.77
104.97,-39.53,83.4
104.99,-39.22,66.93
105.01,-39.7,67.73
105.03,-39.75,75.58
105.05,-39.6,84.73
105.07,-39.26,77.5
105.09,-39.79,73.3
105.11,-40.51,88.85
105.13,-40.39,81.38
105.15,-39.85,52.17
105.17,-39.51,70.12
105.19,-40.01,76.71
105.21,-39.06,64.54
105.23,-38.75,95.58
105.25,-39.51,93.71
105.27,-39.87,90.48
105.29,-40.21,92.81
105.31,-39.62,86.41
105.33,-39.25,76.66
105.35,-39.52,81.67
105.37,-39.53,93.43
105.39,-40.17,86.22
105.41,-39.9,81.64
105.43,-39.9,169.66
105.45,-38.59,84.83
105.47,-38.23,47.55
105.49,-38.31,75.27
105.51,-38.04,36.23
105.53,-38.38,33.7
105.55,-37.37,27.35
105.57,-37.67,28.05
105.59,-38.2,32.09
105.61,-37.62,29.9
105.63,-37.59,34.95
105.65,-37.61,29.41
105.67,-37.47,26.5
105.69,-37.72,28.65
105.71,-37.12,26.39
105.73,-37.2,24.05
105.75,-37.59,26.71
105.77,-37.59,33.59
105.79,-37.83,26.59
105.81,-37.58,25.32
105.83,-37.44,23.34
105.85,-37.32,23.92
105.87,-37.31,20.97
105.89,-36.44,21.74
105.91,-37.03,21.54
105.93,-37.1,16.16
105.95,-37.26,19.4
105.97,-36.88,19.8
105.99,-37.87,22.71
106.01,-37.27,23.84
106.03,-37.56,20.89
106.05,-37.53,16.6
106.07,-37.65,21.62
106.09,-37.48,22.31
106.11,-37.48,24.26
106.13,-37.31,23.41
106.15,-37.25,22.89
106.17,-37.09,24.48
106.19,-37.19,18.19
106.21,-37.68,19.91
106.23,-38.42,23.72
106.25,-38.62,33.31
106.27,-39.06,29.92
106.29,-38.85,33.16
106.31,-37.84,24.46
106.33,-36.78,16.2
106.35,-36.97,21.35
106.37,-36.98,29.86
106.39,-37.14,24.67
106.41,-37.16,23.39
106.43,-37.66,28.25
106.45,-36.96,22.19
106.47,-36.81,21.66
106.49,-37.75,20.81
106.51,-37.18,23.58
106.53,-37.22,23.37
106.55,-37.14,18.1
106.57,-37,23.3
106.59,-37.64,21.58
106.61,-37.03,16.37
106.63,-36.76,16.54
106.65,-36.62,18.16
106.67,-36.32,17.78
106.69,-36.35,19.31
106.71,-36.44,22.24
106.73,-37.03,17.08
106.75,-37.39,19.13
106.77,-39,28.84
106.79,-40.16,54.58
106.81,-40.39,57.21
106.83,-39.94,52.58
106.85,-39.39,43.88
106.87,-39.17,35.38
106.89,-38.5,31.39
106.91,-37.37,22.51
106.93,-37.47,25.01
106.95,-37.07,25.04
106.97,-37.15,19.95
106.99,-37.76,22.55
107.01,-37.53,25.66
107.03,-37.43,23.87
107.05,-37.36,21.21
107.07,-37.65,20.52
107.09,-37.61,26.25
107.11,-37.72,17.19
107.13,-37.77,18.04
107.15,-37.32,19.8
107.17,-37.12,18.61
107.19,-36.82,16.41
107.21,-37.08,19.49
107.23,-37.32,20.99
107.25,-37.5,20.09
107.27,-37.65,25.8
107.29,-37.39,21.22
107.31,-37.48,28.65
107.33,-37.51,19.41
107.35,-37.95,20.17
107.37,-37.87,24.57
107.39,-37.55,22.74
107.41,-37.91,22.74
107.43,-37.09,22.18
107.45,-36.95,21.08
107.47,-37.89,25.07
107.49,-38.12,17.92
107.51,-37.58,20.36
107.53,-37.57,24.79
107.55,-37.48,21.06
107.57,-37.5,26.1
107.59,-37.36,16.96
107.61,-37.05,11.9
107.63,-37.35,
107.65,-37.95,
107.67,-37.92,
107.69,-37.66,
107.71,-37.22,
107.73,-37.02,
107.75,-37.26,
107.77,-36.99,
107.79,-37.01,
107.81,-37.21,
107.83,-37.24,
107.85,-37.48,
107.87,-37.08,
107.89,-37.45,
107.91,-37.39,
107.93,-37.54,
107.95,-37.06,
107.97,-36.65,
107.99,-36.79,
108.01,-36.71,
108.03,-36.88,
108.05,-36.73,
108.07,-36.42,
108.09,-37,
108.11,-36.58,
108.13,-36.27,
108.15,-36.41,
108.17,-36.49,
108.19,-36.17,
108.21,-36.67,
108.23,-37.36,
108.25,-37.32,
108.27,-37,
108.29,-39.21,
108.31,-40.26,
108.33,-40.92,
108.35,-40.49,
108.37,-40.24,
108.39,-40.6,
108.41,-40.9,
108.43,-41.57,
108.45,-41.98,
108.47,-40.97,
108.49,-40.55,
108.51,-40.32,
108.53,-40.54,
108.55,-40.41,
108.57,-40.78,
108.59,-41.14,
108.61,-40.62,
108.63,-41.29,
108.65,-40.97,
108.67,-41.24,
108.69,-41.12,
108.71,-41.35,
108.73,-40.8,
108.75,-40.81,
108.77,-40.49,
108.79,-40.43,
108.81,-40.8,
108.83,-40.06,
108.85,-40.57,
108.87,-40.47,
108.89,-40.92,
108.91,-41.7,
108.93,-41.67,
108.95,-40.57,
108.97,-41.07,
108.99,-41.7,
109.01,-41.66,
109.03,-41.28,
109.05,-41.32,
109.07,-40.75,
109.09,-41.07,
109.11,-40.78,
109.13,-40.9,
109.15,-40.71,
109.17,-40.58,
109.19,-40.81,
109.21,-41,
109.23,-41.08,
109.25,-40.44,
109.27,-40.72,
109.29,-40.37,
109.31,-41.47,
109.33,-41.86,
109.35,-41.45,
109.37,-42.2,
109.39,-41.68,
109.41,-41.45,
109.43,-41.59,
109.45,-41.05,
109.47,-41.31,
109.49,-41.57,
109.51,-41.64,
109.53,-41.75,
109.55,-41.33,
109.57,-41.18,
109.59,-41.26,
109.61,-41.08,
109.63,-41.33,
109.65,-41.59,
109.67,-41.18,
109.69,-41,
109.71,-41.33,
109.73,-41.27,
109.75,-41.34,
109.77,-41.59,
109.79,-41.12,
109.81,-40.58,
109.83,-40.93,
109.85,-40.61,
109.87,-41.03,
109.89,-41.36,
109.91,-41.63,
109.93,-41.06,
109.95,-41.23,
109.97,-40.87,
109.99,-40.86,
110.01,-41.7,
110.03,-41.71,
110.05,-41.58,
110.07,-41.14,
110.09,-41.77,
110.11,-41.62,
110.13,-41.53,
110.15,-42.49,
110.17,-42.09,
110.19,-41.71,
110.21,-41.26,
110.23,-41.82,
110.25,-41.32,
110.27,-41.19,
110.29,-41.71,
110.31,-41.58,
110.33,-41.32,
110.35,-41.56,
110.37,-41.56,
110.39,-41.57,
110.41,-41.6,
110.43,-41.54,
110.45,-41.18,
110.47,-40.51,
110.49,-40.48,
110.51,-41.23,
110.53,-41.29,
110.55,-41.68,
110.57,-41.5,
110.59,-40.94,
110.61,-40.16,
110.63,-40.12,
110.65,-39.39,
110.67,-39.78,
110.69,-39.02,
110.71,-38.27,
110.73,-38.1,
110.75,-38.23,
110.77,-38.07,
110.79,-38.79,
110.81,-38.03,
110.83,-38.38,
110.85,-38.35,
110.87,-37.84,
110.89,-38.29,
110.91,-38.48,
110.93,-38.69,
110.95,-39.61,
110.97,-39.86,
110.99,-39.7,
111.01,-39.47,
111.03,-39.72,
111.05,-39.6,
111.07,-40.08,
111.09,-39.58,
111.11,-40.04,
111.13,-40.15,
111.15,-39.52,
111.17,-39,
111.19,-39.59,
111.21,-40.19,
111.23,-39.71,
111.25,-39.8,
111.27,-39.77,
111.29,-40.1,
111.31,-39.81,
111.33,-39.55,
111.35,-38.76,
111.37,-39.52,
111.39,-39.27,
111.41,-39.19,
111.43,-39.11,
111.45,-38.56,
111.47,-38.56,
111.49,-38.84,
111.51,-38.94,
111.53,-38.2,
111.55,-38.33,
111.57,-38.38,
111.59,-39.32,
111.61,-38.56,
111.63,-38.58,
111.65,-38.87,
111.67,-39.1,
111.69,-39.18,
111.71,-38.32,
111.73,-38.94,
111.75,-39.07,
111.77,-39.36,
111.79,-38.76,
111.81,-39.3,
111.83,-39.34,
111.85,-38.51,
111.87,-38.6,
111.89,-38.88,
111.91,-38.77,
111.93,-38.47,
111.95,-37.92,
111.97,-37.1,
111.99,-37.18,
112.01,-37.83,
112.03,-38.14,
112.05,-38.16,
112.07,-38.63,
112.09,-38.22,
112.11,-37.99,
112.13,-37.85,
112.15,-37.44,
112.17,-37.76,
112.19,-38.19,
112.21,-38.16,
112.23,-37.55,
112.25,-38.33,
112.27,-37.86,
112.29,-37.32,
112.31,-38.12,
112.33,-38.51,
112.35,-37.93,
112.37,-37.76,
112.39,-37.7,
112.41,-37.82,
112.43,-37.61,
112.45,-37.73,
112.47,-37.35,
112.49,-36.99,
112.51,-37.81,
112.53,-37.69,
112.55,-37.14,
112.57,-36.71,
112.59,-37.41,
112.61,-37.62,
112.63,-37.44,
112.65,-37.41,
112.67,-37.08,
112.69,-37.42,
112.71,-37.6,
112.73,-37.4,
112.75,-36.82,
112.77,-37.29,
112.79,-37.32,
112.81,-37.25,
112.83,-37.05,
112.85,-37.75,
112.87,-37.48,
112.89,-37.38,
112.91,-37.4,
112.93,-37.58,
112.95,-37.59,
112.97,-38.11,
112.99,-38.03,
113.01,-37.05,
113.03,-36.69,
113.05,-36.65,
113.07,-37.17,
113.09,-37.22,
113.11,-36.8,
113.13,-36.95,
113.15,-37.23,
113.17,-37.25,
113.19,-37.15,
113.21,-37.33,
113.23,-37.12,
113.25,-37.64,
113.27,-37.46,
113.29,-37.01,
113.31,-36.89,
113.33,-37.16,
113.35,-37.02,
113.37,-37.95,
113.39,-37.71,
113.41,-37.68,
113.43,-37.86,
113.45,-37.95,
113.47,-38,
113.49,-37.02,
113.51,-37.71,
113.53,-37.53,
113.55,-37.86,
113.57,-37.01,
113.59,-37.31,
113.61,-37.34,
113.63,-37.85,
113.65,-36.91,
113.67,-36.88,
113.69,-37.13,
113.71,-36.99,
113.73,-37.12,
113.75,-37.61,
113.77,-37.24,
113.79,-36.78,
113.81,-37.25,
113.83,-37.07,
113.85,-37.4,
113.87,-37.54,
113.89,-37.46,
113.91,-37.26,
113.93,-36.81,
113.95,-36.42,
113.97,-37.22,
113.99,-37.28,
114.01,-37.59,
114.03,-37.76,
114.05,-37.46,
114.07,-37.49,
114.09,-36.91,
114.11,-37.48,
114.13,-37.26,
114.15,-36.84,
114.17,-36.57,
114.19,-37.21,
114.21,-37.8,
114.23,-37.64,
114.25,-37.17,
114.27,-36.72,
114.29,-37.48,
114.31,-37.75,
114.33,-36.88,
114.35,-36.69,
114.37,-36.95,
114.39,-37.34,
114.41,-37.78,
114.43,-37.54,
114.45,-36.68,
114.47,-36.81,
114.49,-37.26,
114.51,-37.41,
114.53,-37.16,
114.55,-37.09,
114.57,-37.46,
114.59,-37.39,
114.61,-37.25,
114.63,-37.08,
114.65,-37.18,
114.67,-36.56,
114.69,-37.12,
114.71,-37.14,
114.73,-37.18,
114.75,-37.15,
114.77,-37.43,
114.79,-37.22,
114.81,-37.12,
114.83,-36.94,
114.85,-36.42,
114.87,-36.54,
114.89,-37.7,
114.91,-37.37,
114.93,-37.29,
114.95,-37.53,
114.97,-37.46,
114.99,-37.78,
115.01,-36.84,
115.03,-37.1,
115.05,-36.81,
115.07,-37.26,
115.09,-37.18,
115.11,-36.77,
115.13,-37.39,
115.15,-37.26,
115.17,-36.86,
115.19,-37.12,
115.21,-37.11,
115.23,-36.82,
115.25,-37.02,
115.27,-36.7,
115.29,-36.34,
115.31,-36.89,
115.33,-37.32,
115.35,-37.37,
115.37,-36.89,
115.39,-37.9,
115.41,-38.39,
115.43,-37.88,
115.45,-38.6,
115.47,-38.44,
115.49,-39.14,
115.51,-38.88,
115.53,-38.3,
115.55,-38.69,
115.57,-38.51,
115.59,-38.51,
115.61,-38.28,
115.63,-37.49,
115.65,-38.24,
115.67,-38.89,
115.69,-38.82,
115.71,-38.13,
115.73,-38.69,
115.75,-38.38,
115.77,-38.34,
115.79,-39.29,
115.81,-38.61,
115.83,-38.44,
115.85,-38.1,
115.87,-38.23,
115.89,-38.4,
115.91,-38.46,
115.93,-38.42,
115.95,-38.52,
115.97,-38.95,
115.99,-38.85,
116.01,-38.42,
116.03,-38.34,
116.05,-38.7,
116.07,-38.62,
116.09,-38.71,
116.11,-38.63,
116.13,-38.6,
116.15,-38.55,
116.17,-38.53,
116.19,-38.5,
116.21,-38.08,
116.23,-37.7,
116.25,-37.9,
116.27,-38.19,
116.29,-38.43,
116.31,-38.88,
116.33,-38.4,
116.35,-38.3,
116.37,-38.13,
116.39,-38.21,
116.41,-38.24,
116.43,-38.44,
116.45,-38.79,
116.47,-38.52,
116.49,-37.99,
116.51,-37.32,
116.53,-37.99,
116.55,-37.85,
116.57,-38.21,
116.59,-38.76,
116.61,-38.34,
116.63,-38.53,
116.65,-37.96,
116.67,-37.79,
116.69,-38.14,
116.71,-37.66,
116.73,-37.98,
116.75,-38.39,
116.77,-38.06,
116.79,-38.61,
116.81,-38.63,
116.83,-38.61,
116.85,-38.12,
116.87,-38.05,
116.89,-38.6,
116.91,-38.16,
116.93,-37.74,
116.95,-38.19,
116.97,-38.3,
116.99,-38.34,
117.01,-37.85,
117.03,-37.8,
117.05,-37.87,
117.07,-38.34,
117.09,-38.13,
117.11,-37.86,
117.13,-37.87,
117.15,-37.95,
117.17,-38.31,
117.19,-37.78,
117.21,-37.81,
117.23,-37.82,
117.25,-38.35,
117.27,-38,
117.29,-38.14,
117.31,-38.47,
117.33,-38.29,
117.35,-38.15,
117.37,-38.24,
117.39,-38.09,
117.41,-38.06,
117.43,-37.59,
117.45,-37.79,
117.47,-38.05,
117.49,-37.65,
117.51,-37.22,
117.53,-37.24,
117.55,-37.78,
117.57,-37.71,
117.59,-37.66,
117.61,-37.89,
117.63,-37.82,
117.65,-37.72,
117.67,-37.7,
117.69,-37.54,
117.71,-37.57,
117.73,-37.68,
117.75,-37.92,
117.77,-37.12,
117.79,-36.83,
117.81,-37.13,
117.83,-37.57,
117.85,-37.41,
117.87,-37.47,
117.89,-37.51,
117.91,-37.49,
117.93,-38.05,
117.95,-37.49,
117.97,-37.51,
117.99,-37.66,
118.01,-37.81,
118.03,-37.85,
118.05,-37.7,
118.07,-37.75,
118.09,-38.17,
118.11,-37.69,
118.13,-37.75,
118.15,-37.98,
118.17,-37.73,
118.19,-37.42,
118.21,-37.77,
118.23,-37.96,
118.25,-37.6,
118.27,-37.55,
118.29,-37.66,
118.31,-37.73,
118.33,-36.81,
118.35,-36.62,
118.37,-37.1,
118.39,-37.24,
118.41,-37.31,
118.43,-37.23,
118.45,-37.25,
118.47,-36.97,
118.49,-37.45,
118.51,-37.6,
118.53,-37.48,
118.55,-37.39,
118.57,-37.29,
118.59,-36.95,
118.61,-37.15,
118.63,-36.96,
118.65,-37.19,
118.67,-37.73,
118.69,-37.61,
118.71,-37.46,
118.73,-37.49,
118.75,-36.92,
118.77,-36.72,
118.79,-36.65,
118.81,-36.55,
118.83,-36.88,
118.85,-36.99,
118.87,-36.96,
118.89,-37.03,
118.91,-37.04,
118.93,-36.97,
118.95,-37.01,
118.97,-37.13,
118.99,-36.73,
119.01,-36.54,
119.03,-35.98,
119.05,-36.44,
119.07,-36.67,
119.09,-37.03,
119.11,-36.69,
119.13,-36.71,
119.15,-35.71,
119.17,-35.61,
119.19,-35.66,
119.21,-35.88,
119.23,-35.95,
119.25,-35.68,
119.27,-35.6,
119.29,-35.49,
119.31,-35.66,
119.33,-35.8,
119.35,-35.55,
119.37,-35.6,
119.39,-35.48,
119.41,-35.24,
119.43,-35.45,
119.45,-35.58,
119.47,-35.4,
119.49,-35.31,
119.51,-35.06,
119.53,-34.8,
119.55,-34.41,
119.57,-34.73,
119.59,-34.91,
119.61,-34.85,
119.63,-35.16,
119.65,-35.17,
119.67,-34.74,
119.69,-34.77,
119.71,-34.84,
119.73,-34.64,
119.75,-34.81,
119.77,-34.92,
119.79,-34.83,
119.81,-34.57,
119.83,-34.45,
119.85,-34.41,
119.87,-34.65,
119.89,-34.47,
119.91,-34.16,
119.93,-34.14,
119.95,-34.54,
119.97,-34.75,
119.99,-34.54,
120.01,-34.52,
120.03,-34.49,
120.05,-34.35,
120.07,-34.2,
120.09,-34.18,
120.11,-34.49,
120.13,-34.54,
120.15,-34.25,
120.17,-34.22,
120.19,-34.19,
120.21,-34.16,
120.23,-34.24,
120.25,-34.14,
120.27,-34.2,
120.29,-33.88,
120.31,-34.01,
120.33,-34.02,
120.35,-33.9,
120.37,-33.92,
120.39,-33.69,
120.41,-33.55,
120.43,-33.5,
120.45,-33.54,
120.47,-33.71,
120.49,-33.82,
120.51,-33.76,
120.53,-33.49,
120.55,-33.28,
120.57,-33.31,
120.59,-33.51,
120.61,-33.38,
120.63,-33.12,
120.65,-33.4,
120.67,-33.39,
120.69,-33.29,
120.71,-33.19,
120.73,-33.2,
120.75,-33.16,
120.77,-32.6,
120.79,-32.7,
120.81,-33.05,
120.83,-32.99,
120.85,-32.52,
120.87,-32.4,
120.89,-32.84,
120.91,-32.77,
120.93,-32.71,
120.95,-32.55,
120.97,-32.59,
120.99,-32.68,
121.01,-32.74,
121.03,-32.95,
121.05,-32.94,
121.07,-32.81,
121.09,-32.33,
121.11,-32.45,
121.13,-32.41,
121.15,-32.36,
121.17,-32.46,
121.19,-32.48,
121.21,-32.29,
121.23,-32.31,
121.25,-32.51,
121.27,-32.45,
121.29,-32.52,
121.31,-32.39,
121.33,-32.35,
121.35,-32.28,
121.37,-32.35,
121.39,-32.6,
121.41,-32.32,
121.43,-32.4,
121.45,-32.25,
121.47,-32.33,
121.49,-32.37,
121.51,-32.15,
121.53,-32.34,
121.55,-32.38,
121.57,-32.14,
121.59,-32.11,
121.61,-32.12,
121.63,-32.41,
121.65,-32.32,
121.67,-32.3,
121.69,-32.32,
121.71,-32.43,
121.73,-32.3,
121.75,-32.26,
121.77,-32.25,
121.79,-32.4,
121.81,-32.37,
121.83,-32.26,
121.85,-32.36,
121.87,-32.43,
121.89,-32.41,
121.91,-32.58,
121.93,-32.57,
121.95,-32.63,
121.97,-32.62,
121.99,-32.55,
122.01,-32.62,
122.03,-32.61,
122.05,-32.72,
122.07,-32.69,
122.09,-32.48,
122.11,-32.53,
122.13,-32.38,
122.15,-32.32,
122.17,-32.64,
122.19,-32.85,
122.21,-32.66,
122.23,-32.66,
122.25,-32.51,
122.27,-32.56,
